web,,updated_node_name,unchanged_node_name,old_node_name,species,genus,family,order,class,phylum,kingdom,tiering,feeding,motility,zooplankton,detritus,size_worms_min,size_worms_max,size_heim_max,size_manual_max,og_body_weight,size_max,size_stat,present_in_og_el
loughhyne,,,Trisopterus_164755,,Trisopterus164755,Trisopterus,Gadidae,Gadiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,100,2000,NA,NA,648.07,NA,NA,1
stmarks,,,Urophycis floridana,,Urophycis floridana,Urophycis,Gadidae,Gadiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,100,2000,NA,NA,301,NA,NA,1
Weddell,,Macrourus holotrachys,,Macrourus holotrachis,Macrourus holotrachys,Macrourus,Macrouridae,Gadiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,100,2100,NA,NA,3800,NA,s_larg,NA
Weddell,,,Macrourus whitsoni,,Macrourus whitsoni,Macrourus,Macrouridae,Gadiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,100,2100,NA,NA,5100,NA,s_larg,NA
Weddell,,,Muraenolepis marmoratus,,Muraenolepis marmoratus,Muraenolepis,Muraenolepididae,Gadiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,320,1000,NA,s_medi,NA
Weddell,,,Muraenolepis microps,,Muraenolepis microps,Muraenolepis,Muraenolepididae,Gadiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,320,710,NA,s_medi,NA
ythanjacob,,,Gasterosteus aculeatus,,Gasterosteus aculeatus,Gasterosteus,Gasterosteidae,Gasterosteiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,35,220,NA,NA,2,NA,NA,1
loughhyne,,,Spinachia_166401,,Spinachia166401,Spinachia,Gasterosteidae,Gasterosteiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,35,220,NA,NA,22.36,NA,NA,1
loughhyne,,,Entelurus_644927,,Entelurus644927,Entelurus,Syngnathidae,Gasterosteiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,13.4,950,NA,NA,432,NA,NA,1
loughhyne,,,Hippocampus_166497,,Hippocampus166497,Hippocampus,Syngnathidae,Gasterosteiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,13.4,950,NA,NA,5.06,NA,NA,1
stmarks,,,Hippocampus zosterae,,Hippocampus zosterae,Hippocampus,Syngnathidae,Gasterosteiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,13.4,950,NA,NA,4.8,NA,NA,1
loughhyne,,,Syngnathus_166463,,Syngnathus166463,Syngnathus,Syngnathidae,Gasterosteiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,13.4,950,NA,NA,216.5,NA,NA,1
loughhyne,,,Syngnathus_166464,,Syngnathus166464,Syngnathus,Syngnathidae,Gasterosteiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,13.4,950,NA,NA,2.69,NA,NA,1
stmarks,,,Syngnathus scovelli,,Syngnathus scovelli,Syngnathus,Syngnathidae,Gasterosteiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,13.4,950,NA,NA,135,NA,NA,1
loughhyne,,,Chelon_170371,,Chelon170371,Chelon,Mugilidae,Mugiliformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,1,100,1000,NA,NA,4500,NA,NA,1
Weddell,,,Electrona antarctica,,Electrona antarctica,Electrona,Myctophidae,Myctophiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,10.8,300,NA,NA,39,NA,s_medi,NA
Weddell,,,Gymnoscopelus braueri,,Gymnoscopelus braueri,Gymnoscopelus,Myctophidae,Myctophiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,10.8,300,NA,NA,25,NA,s_medi,NA
Weddell,,,Gymnoscopelus nicholsi,,Gymnoscopelus nicholsi,Gymnoscopelus,Myctophidae,Myctophiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,10.8,300,NA,NA,110,NA,s_medi,NA
Weddell,,,Gymnoscopelus opisthopterus,,Gymnoscopelus opisthopterus,Gymnoscopelus,Myctophidae,Myctophiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,10.8,300,NA,NA,36,NA,s_medi,NA
Weddell,,,Protomyctophum bolini,,Protomyctophum bolini,Protomyctophum,Myctophidae,Myctophiformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,10.8,300,NA,NA,5.6,NA,s_medi,NA
Weddell,,,Bathylagus antarcticus,,Bathylagus antarcticus,Bathylagus,Bathylagidae,Osmeriformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,105,266,NA,NA,27,NA,s_medi,NA
kongsfjorden,,,Mallotus villosus,,Mallotus villosus,Mallotus,Osmeridae,Osmeriformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,62.5,700,NA,NA,14.8,NA,NA,1
loughhyne,,,Ammodytes_171676,,Ammodytes171676,Ammodytes,Ammodytidae,Perciformes,Actinopterygii,Chordata,Animalia,t_sein,f_pred,m_fast,1,0,61,400,NA,NA,199.09,NA,NA,1
ythanjacob,,,Ammodytes tobianus,,Ammodytes tobianus,Ammodytes,Ammodytidae,Perciformes,Actinopterygii,Chordata,Animalia,t_sein,f_pred,m_fast,1,0,61,400,NA,NA,2,NA,NA,1
loughhyne,,,Hyperoplus_171682,,Hyperoplus171682,Hyperoplus,Ammodytidae,Perciformes,Actinopterygii,Chordata,Animalia,t_sein,f_pred,m_fast,1,0,61,400,NA,NA,132.91,NA,NA,1
loughhyne,,,Hyperoplus_171683,,Hyperoplus171683,Hyperoplus,Ammodytidae,Perciformes,Actinopterygii,Chordata,Animalia,t_sein,f_pred,m_fast,1,0,61,400,NA,NA,166.84,NA,NA,1
kongsfjorden,,,Anarhichas lupus,,Anarhichas lupus,Anarhichas,Anarhichadidae,Perciformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,NA,NA,NA,1000,429,NA,NA,1
Weddell,,,Cygnodraco mawsoni,,Cygnodraco mawsoni,Cygnodraco,Bathydraconidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,280,760,NA,s_medi,NA
Weddell,,,Gerlachea australis,,Gerlachea australis,Gerlachea,Bathydraconidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,280,260,NA,s_medi,NA
Weddell,,,Gymnodraco acuticeps,,Gymnodraco acuticeps,Gymnodraco,Bathydraconidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,280,1400,NA,s_medi,NA
Weddell,,,Prionodraco evansii,,Prionodraco evansii,Prionodraco,Bathydraconidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,280,64,NA,s_medi,NA
Weddell,,,Racovitzia glacialis,,Racovitzia glacialis,Racovitzia,Bathydraconidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,280,430,NA,s_medi,NA
loughhyne,,,Coryphoblennius_171302,,Coryphoblennius171302,Coryphoblennius,Blenniidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,23.7,530,NA,NA,3.92,NA,NA,1
loughhyne,,,Lipophrys_636404,,Lipophrys636404,Lipophrys,Blenniidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,23.7,530,NA,NA,251.1,NA,NA,1
loughhyne,,,Parablennius_636467,,Parablennius636467,Parablennius,Blenniidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,23.7,530,NA,NA,514.79,NA,NA,1
loughhyne,,,Callionymus_171698,,Callionymus171698,Callionymus,Callionymidae,Perciformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,1,0,13.5,400,NA,NA,14.78,NA,NA,1
loughhyne,,,Trachurus_168588,,Trachurus168588,Trachurus,Carangidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,140,2500,NA,NA,2000,NA,NA,1
loughhyne,,,Cepola_170281,,Cepola170281,Cepola,Cepolidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,700,34.32,NA,NA,1
Weddell,,,Chaenodraco wilsoni,,Chaenodraco wilsoni,Chaenodraco,Channichthyidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,500,210,NA,s_medi,NA
Weddell,,,Champsocephalus gunnari,,Champsocephalus gunnari,Champsocephalus,Channichthyidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,500,2200,NA,s_medi,NA
Weddell,,,Chionodraco hamatus,,Chionodraco hamatus,Chionodraco,Channichthyidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,500,1100,NA,s_medi,NA
Weddell,,,Chionodraco myersi,,Chionodraco myersi,Chionodraco,Channichthyidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,500,370,NA,s_medi,NA
Weddell,,,Cryodraco antarcticus,,Cryodraco antarcticus,Cryodraco,Channichthyidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,500,1300,NA,s_medi,NA
Weddell,,,Dacodraco hunteri,,Dacodraco hunteri,Dacodraco,Channichthyidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,500,330,NA,s_medi,NA
Weddell,,,Pagetopsis macropterus,,Pagetopsis macropterus,Pagetopsis,Channichthyidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,500,610,NA,s_medi,NA
Weddell,,,Pagetopsis maculatus,,Pagetopsis maculatus,Pagetopsis,Channichthyidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,500,81,NA,s_medi,NA
loughhyne,,,Lepadogaster_642613,,Lepadogaster642613,Lepadogaster,Gobiesocidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,8.2,300,NA,NA,12.11,NA,NA,1
loughhyne,,,Aphia_172033,,Aphia172033,Aphia,Gobiidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,8.7,553,NA,NA,1.08,NA,NA,1
loughhyne,,,Crystallogobius_171971,,Crystallogobius171971,Crystallogobius,Gobiidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,8.7,553,NA,NA,1.08,NA,NA,1
stmarks,,,Gobiosoma robustum,,Gobiosoma robustum,Gobiosoma,Gobiidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,8.7,553,NA,NA,1.18,NA,NA,1
loughhyne,,,Gobius_171842,,Gobius171842,Gobius,Gobiidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,8.7,553,NA,NA,23.06,NA,NA,1
loughhyne,,,Gobius_171850,,Gobius171850,Gobius,Gobiidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,8.7,553,NA,NA,5.39,NA,NA,1
loughhyne,,,Gobius_171854,,Gobius171854,Gobius,Gobiidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,8.7,553,NA,NA,70.19,NA,NA,1
loughhyne,,,Gobius_637448,,Gobius637448,Gobius,Gobiidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,8.7,553,NA,NA,78.15,NA,NA,1
loughhyne,,,Gobiusculus_171974,,Gobiusculus171974,Gobiusculus,Gobiidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,8.7,553,NA,NA,2.27,NA,NA,1
loughhyne,,,Lesueurigobius_172036,,Lesueurigobius172036,Lesueurigobius,Gobiidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,8.7,553,NA,NA,21.4,NA,NA,1
stmarks,,,Microgobius gulosus,,Microgobius gulosus,Microgobius,Gobiidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,8.7,553,NA,NA,5.86,NA,NA,1
ythanjacob,,,Pomatoschistus microps,,Pomatoschistus microps,Pomatoschistus,Gobiidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,8.7,553,NA,NA,6.2,NA,NA,1
ythanjacob,,,Pomatoschistus minutus,,Pomatoschistus minutus,Pomatoschistus,Gobiidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,8.7,553,NA,NA,6.2,NA,NA,1
loughhyne,,,Thorogobius_172043,,Thorogobius172043,Thorogobius,Gobiidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,8.7,553,NA,NA,23.56,NA,NA,1
Weddell,,,Artedidraco loennbergi,,Artedidraco loennbergi,Artedidraco,Harpagiferidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,98,17,NA,s_medi,NA
Weddell,,,Artedidraco orianae,,Artedidraco orianae,Artedidraco,Harpagiferidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,98,95,NA,s_medi,NA
Weddell,,Artedidraco skottsbergi,,Artedidraco shackletoni,Artedidraco skottsbergi,Artedidraco,Harpagiferidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,98,33,NA,s_medi,NA
Weddell,,,Dolloidraco longedorsalis,,Dolloidraco longedorsalis,Dolloidraco,Harpagiferidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,98,13,NA,s_medi,NA
Weddell,,,Harpagifer antarcticus,,Harpagifer antarcticus,Harpagifer,Harpagiferidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,98,36,NA,s_medi,NA
Weddell,,,Pogonophryne barsukovi,,Pogonophryne barsukovi,Pogonophryne,Harpagiferidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,98,190,NA,s_medi,NA
Weddell,,,Pogonophryne marmorata,,Pogonophryne marmorata,Pogonophryne,Harpagiferidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,98,190,NA,s_medi,NA
Weddell,,,Pogonophryne permitini,,Pogonophryne permitini,Pogonophryne,Harpagiferidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,98,80,NA,s_medi,NA
Weddell,,,Pogonophryne phyllopogon,,Pogonophryne phyllopogon,Pogonophryne,Harpagiferidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,98,230,NA,s_medi,NA
Weddell,,,Pogonophryne scotti,,Pogonophryne scotti,Pogonophryne,Harpagiferidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,98,440,NA,s_medi,NA
loughhyne,,,Centrolabrus_170730,,Centrolabrus170730,Centrolabrus,Labridae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,28.9,2290,NA,NA,47.15,NA,NA,1
loughhyne,,,Ctenolabrus_170733,,Ctenolabrus170733,Ctenolabrus,Labridae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,28.9,2290,NA,NA,47.15,NA,NA,1
loughhyne,,,Labrus_170737,,Labrus170737,Labrus,Labridae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,28.9,2290,NA,NA,4350,NA,NA,1
loughhyne,,,Labrus_170739,,Labrus170739,Labrus,Labridae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,28.9,2290,NA,NA,NULL,NA,NA,1
loughhyne,,,Symphodus_614239,,Symphodus614239,Symphodus,Labridae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,28.9,2290,NA,NA,235.21,NA,NA,1
loughhyne,,,Mullus_169418,,Mullus169418,Mullus,Mullidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,72.2,600,NA,NA,1000,NA,NA,1
Weddell,,,Aethotaxis mitopteryx,,Aethotaxis mitopteryx,Aethotaxis,Nototheniidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,1500,49,NA,s_medi,NA
Weddell,,,Dissostichus mawsoni,,Dissostichus mawsoni,Dissostichus,Nototheniidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,1500,24000,NA,s_larg,NA
Weddell,,,Notothenia coriiceps,,Notothenia coriiceps,Notothenia,Nototheniidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,1500,2000,NA,s_medi,NA
Weddell,,,Notothenia marmorata,,Notothenia marmorata,Notothenia,Nototheniidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,1500,8600,NA,s_larg,NA
Weddell,,,Pleuragramma antarcticum,,Pleuragramma antarcticum,Pleuragramma,Nototheniidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,1500,300,NA,s_medi,NA
Weddell,,,Trematomus bernacchii,,Trematomus bernacchii,Trematomus,Nototheniidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,1500,240,NA,s_medi,NA
Weddell,,,Trematomus eulepidotus,,Trematomus eulepidotus,Trematomus,Nototheniidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,1500,480,NA,s_medi,NA
Weddell,,,Trematomus hansoni,,Trematomus hansoni,Trematomus,Nototheniidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,1500,300,NA,s_medi,NA
Weddell,,,Trematomus lepidorhinus,,Trematomus lepidorhinus,Trematomus,Nototheniidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,1500,150,NA,s_medi,NA
Weddell,,,Trematomus loennbergii,,Trematomus loennbergii,Trematomus,Nototheniidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,1500,250,NA,s_medi,NA
Weddell,,,Trematomus nicolai,,Trematomus nicolai,Trematomus,Nototheniidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,1500,660,NA,s_medi,NA
Weddell,,,Trematomus pennellii,,Trematomus pennellii,Trematomus,Nototheniidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,1500,300,NA,s_medi,NA
Weddell,,,Trematomus scotti,,Trematomus scotti,Trematomus,Nototheniidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,1500,95,NA,s_medi,NA
loughhyne,,,Pholis_171645,,Pholis171645,Pholis,Pholidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,79,460,NA,NA,71.2,NA,NA,1
ythanjacob,,,Pholis gunnellus,,Pholis gunnellus,Pholis,Pholidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,79,460,NA,NA,85,NA,NA,1
stmarks,,,Leiostomus xanthurus,,Leiostomus xanthurus,Leiostomus,Sciaenidae,Perciformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,67,2300,NA,NA,450,NA,NA,1
stmarks,,,Sciaenops ocellatus,,Sciaenops ocellatus,Sciaenops,Sciaenidae,Perciformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,1,67,2300,NA,NA,45000,NA,NA,1
loughhyne,,,Scomber_172414,,Scomber172414,Scomber,Scombridae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,200,4580,NA,NA,3400,NA,NA,1
stmarks,,,Lagodon rhomboides,,Lagodon rhomboides,Lagodon,Sparidae,Perciformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,1,1,28.3,2000,NA,NA,1500,NA,NA,1
loughhyne,,,Pagellus_169212,,Pagellus169212,Pagellus,Sparidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,1,28.3,2000,NA,NA,4000,NA,NA,1
kongsfjorden,,,Anisarchus medius,,Anisarchus medius,Anisarchus,Stichaeidae,Perciformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,1,1,18,760,NA,NA,40,NA,NA,1
kongsfjorden,,,Leptoclinus maculatus,,Leptoclinus maculatus,Leptoclinus,Stichaeidae,Perciformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,1,1,18,760,NA,NA,8.59,NA,NA,1
kongsfjorden,,,Lumpenus lampretaeformis,,Lumpenus lampretaeformis,Lumpenus,Stichaeidae,Perciformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,1,1,18,760,NA,NA,58.3,NA,NA,1
kongsfjorden,,,Lycodes,,Lycodes,Lycodes,Zoarcidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,1100,2750,NA,NA,1
Weddell,,,Pachycara brachycephalum,,Pachycara brachycephalum,Pachycara,Zoarcidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,1100,3.5,NA,s_medi,NA
ythanjacob,,,Zoarces viviparus,,Zoarces viviparus,Zoarces,Zoarcidae,Perciformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,1100,1.5,NA,NA,1
loughhyne,,,Arnoglossus_172805,,Arnoglossus172805,Arnoglossus,Bothidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,1,0,30,460,NA,NA,131.17,NA,NA,1
stmarks,,,Symphurus plagisua,,Symphurus plagisua,Symphurus,Cynoglossidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,1,1,NA,NA,NA,80,192,NA,NA,1
stmarks,,,Paralichthyes albigutta,,Paralichthyes albigutta,Paralichthys,Paralichthyidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,NA,NA,NA,100,39.4,NA,NA,1
kongsfjorden,,,Hipoglossoides platessoides,,Hipoglossoides platessoides,Hippoglossoides,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,1,75.4,4700,NA,NA,6400,NA,NA,1
loughhyne,,,Limanda_172881,,Limanda172881,Limanda,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,75.4,4700,NA,NA,1000,NA,NA,1
loughhyne,,,Microstomus_172888,,Microstomus172888,Microstomus,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,75.4,4700,NA,NA,2950,NA,NA,1
loughhyne,,,Platichthys_172894,,Platichthys172894,Platichthys,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,75.4,4700,NA,NA,14000,NA,NA,1
ythanjacob,,Platichthys flesus,,Platichthys flesus.1,Platichthys flesus,Platichthys,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,75.4,4700,NA,NA,NULL,NA,NA,1
ythanjacob,,,Platichthys flesus,,Platichthys flesus,Platichthys,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,75.4,4700,NA,NA,NULL,NA,NA,1
loughhyne,,,Pleuronectes_172902,,Pleuronectes172902,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,75.4,4700,NA,NA,7000,NA,NA,1
ythanjacob,,,Pleuronectes platessa,,Pleuronectes platessa,Pleuronectes,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,75.4,4700,NA,NA,27,NA,NA,1
kongsfjorden,,,Reinhardtius hipoglossoides,,Reinhardtius hipoglossoides,Reinhardtius,Pleuronectidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,1,75.4,4700,NA,NA,7000,NA,NA,1
loughhyne,,,Psetta_616195,,Psetta616195,Psetta,Scophthalmidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,120,1000,NA,NA,25000,NA,NA,1
loughhyne,,,Scophthalmus_172749,,Scophthalmus172749,Scophthalmus,Scophthalmidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,120,1000,NA,NA,8000,NA,NA,1
loughhyne,,,Phrynorhombus_616613,,Phrynorhombus616613,Zeugopterus,Scophthalmidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,120,1000,NA,NA,27.29,NA,NA,1
loughhyne,,,Zeugopterus_172829,,Zeugopterus172829,Zeugopterus,Scophthalmidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,0,0,120,1000,NA,NA,347.48,NA,NA,1
loughhyne,,,Solea_173002,,Solea173002,Solea,Soleidae,Pleuronectiformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,1,0,24,1100,NA,NA,4667.8,NA,NA,1
loughhyne,,,Salmo_161996,,Salmo161996,Salmo,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,114.5,2000,NA,NA,50000,NA,NA,1
loughhyne,,,Salmo_161997,,Salmo161997,Salmo,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,114.5,2000,NA,NA,46800,NA,NA,1
ythanjacob,,,Salmo trutta,,Salmo trutta,Salmo,Salmonidae,Salmoniformes,Actinopterygii,Chordata,Animalia,t_pela,f_pred,m_fast,1,0,114.5,2000,NA,NA,480,NA,NA,1
ythanjacob,,,Agonus cataphractus,,Agonus cataphractus,Agonus,Agonidae,Scorpaeniformes,Actinopterygii,Chordata,Animalia,t_surf,f_pred,m_fast,1,0,70,500,NA,NA,15,NA,NA,1
