"","source_taxon_external_id","source_taxon_name","source_taxon_path","source_specimen_life_stage","interaction_type","target_taxon_external_id","target_taxon_name","target_taxon_path","target_specimen_life_stage","latitude","longitude","study_citation","study_source_citation","source","target"
"604","FBC:FB:SpecCode:1345","Pomatoschistus minutus","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus minutus",NA,"preyedUponBy","INAT_TAXON:7067","Tadorna tadorna","Animalia | Chordata | Aves | Anseriformes | Anatidae | Tadorna | Tadorna tadorna",NA,NA,NA,NA,NA,"Pomatoschistus","Tadorna"
"605","FBC:FB:SpecCode:1344","Pomatoschistus microps","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus microps",NA,"preyedUponBy","INAT_TAXON:7067","Tadorna tadorna","Animalia | Chordata | Aves | Anseriformes | Anatidae | Tadorna | Tadorna tadorna",NA,NA,NA,NA,NA,"Pomatoschistus","Tadorna"
"606","FBC:FB:SpecCode:1344","Pomatoschistus microps","Actinopterygii | Perciformes | Gobiidae | Pomatoschistus | Pomatoschistus microps",NA,"preyedUponBy","INAT_TAXON:7067","Tadorna tadorna","Animalia | Chordata | Aves | Anseriformes | Anatidae | Tadorna | Tadorna tadorna",NA,NA,NA,NA,NA,"Pomatoschistus","Tadorna"
"607","FBC:FB:SpecCode:1342","Pleuronectes platessa","Actinopterygii | Pleuronectiformes | Pleuronectidae | Pleuronectes | Pleuronectes platessa",NA,"preyedUponBy","INAT_TAXON:7067","Tadorna tadorna","Animalia | Chordata | Aves | Anseriformes | Anatidae | Tadorna | Tadorna tadorna",NA,NA,NA,NA,NA,"Pleuronectes","Tadorna"
"608","FBC:FB:SpecCode:1342","Pleuronectes platessa","Actinopterygii | Pleuronectiformes | Pleuronectidae | Pleuronectes | Pleuronectes platessa",NA,"preyedUponBy","INAT_TAXON:7067","Tadorna tadorna","Animalia | Chordata | Aves | Anseriformes | Anatidae | Tadorna | Tadorna tadorna",NA,NA,NA,NA,NA,"Pleuronectes","Tadorna"
"609","EOL_V2:395985","Cerastoderma edule","Animalia | Mollusca | Bivalvia | Veneroida | Cardioidea | Cardiidae | Cerastoderma | Cerastoderma edule",NA,"preyedUponBy","INAT_TAXON:7067","Tadorna tadorna","Animalia | Chordata | Aves | Anseriformes | Anatidae | Tadorna | Tadorna tadorna",NA,NA,NA,NA,NA,"Cerastoderma","Tadorna"
"610","EOL_V2:395985","Cerastoderma edule","Animalia | Mollusca | Bivalvia | Veneroida | Cardioidea | Cardiidae | Cerastoderma | Cerastoderma edule",NA,"preyedUponBy","INAT_TAXON:7067","Tadorna tadorna","Animalia | Chordata | Aves | Anseriformes | Anatidae | Tadorna | Tadorna tadorna",NA,NA,NA,NA,NA,"Cerastoderma","Tadorna"
"611","FBC:SLB:SpecCode:47401","Macoma balthica","Bivalvia | Veneroida | Tellinidae | Macoma | Macoma balthica",NA,"preyedUponBy","INAT_TAXON:7067","Tadorna tadorna","Animalia | Chordata | Aves | Anseriformes | Anatidae | Tadorna | Tadorna tadorna",NA,NA,NA,NA,NA,"Macoma","Tadorna"
"612","FBC:SLB:SpecCode:47401","Macoma balthica","Bivalvia | Veneroida | Tellinidae | Macoma | Macoma balthica",NA,"preyedUponBy","INAT_TAXON:7067","Tadorna tadorna","Animalia | Chordata | Aves | Anseriformes | Anatidae | Tadorna | Tadorna tadorna",NA,NA,NA,NA,NA,"Macoma","Tadorna"
"613","EOL:619396","Littorina littorea","Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea",NA,"preyedUponBy","INAT_TAXON:7067","Tadorna tadorna","Animalia | Chordata | Aves | Anseriformes | Anatidae | Tadorna | Tadorna tadorna",NA,NA,NA,NA,NA,"Littorina","Tadorna"
"614","EOL:619396","Littorina littorea","Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea",NA,"preyedUponBy","INAT_TAXON:7067","Tadorna tadorna","Animalia | Chordata | Aves | Anseriformes | Anatidae | Tadorna | Tadorna tadorna",NA,NA,NA,NA,NA,"Littorina","Tadorna"
"615","no:match","Littorina antipodum",NA,NA,"preyedUponBy","INAT_TAXON:7072","Tadorna variegata","Animalia | Chordata | Aves | Anseriformes | Anatidae | Tadorna | Tadorna variegata",NA,NA,NA,NA,NA,"Littorina","Tadorna"
"616","no:match","Littorina antipodum",NA,NA,"preyedUponBy","INAT_TAXON:7072","Tadorna variegata","Animalia | Chordata | Aves | Anseriformes | Anatidae | Tadorna | Tadorna variegata",NA,NA,NA,NA,NA,"Littorina","Tadorna"
"617","INAT_TAXON:94105","Anguilla anguilla","Animalia | Chordata | Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,"preyedUponBy","INAT_TAXON:4954","Ardea cinerea","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea cinerea",NA,NA,NA,NA,NA,"Anguilla","Ardea"
"618","INAT_TAXON:94105","Anguilla anguilla","Animalia | Chordata | Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla anguilla",NA,"preyedUponBy","INAT_TAXON:4954","Ardea cinerea","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea cinerea",NA,NA,NA,NA,NA,"Anguilla","Ardea"
"619","INAT_TAXON:49219","Anguilla rostrata","Animalia | Chordata | Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla rostrata",NA,"preyedUponBy","INAT_TAXON:144455","Ardea alba","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea alba",NA,NA,NA,NA,NA,"Anguilla","Ardea"
"620","INAT_TAXON:49219","Anguilla rostrata","Animalia | Chordata | Actinopterygii | Anguilliformes | Anguillidae | Anguilla | Anguilla rostrata",NA,"preyedUponBy","INAT_TAXON:144455","Ardea alba","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea alba",NA,NA,NA,NA,NA,"Anguilla","Ardea"
"621","INAT_TAXON:117571","Clupea pallasii","Animalia | Chordata | Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea pallasii",NA,"preyedUponBy","INAT_TAXON:4956","Ardea herodias","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea herodias",NA,NA,NA,NA,NA,"Clupea","Ardea"
"622","INAT_TAXON:117571","Clupea pallasii","Animalia | Chordata | Actinopterygii | Clupeiformes | Clupeidae | Clupea | Clupea pallasii",NA,"preyedUponBy","INAT_TAXON:4956","Ardea herodias","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea herodias",NA,NA,NA,NA,NA,"Clupea","Ardea"
"623","INAT_TAXON:48403","Gasterosteus aculeatus","Animalia | Chordata | Actinopterygii | Gasterosteiformes | Gasterosteidae | Gasterosteus | Gasterosteus aculeatus",NA,"preyedUponBy","INAT_TAXON:4956","Ardea herodias","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea herodias",NA,NA,NA,NA,NA,"Gasterosteus","Ardea"
"624","INAT_TAXON:48403","Gasterosteus aculeatus","Animalia | Chordata | Actinopterygii | Gasterosteiformes | Gasterosteidae | Gasterosteus | Gasterosteus aculeatus",NA,"preyedUponBy","INAT_TAXON:4956","Ardea herodias","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea herodias",NA,NA,NA,NA,NA,"Gasterosteus","Ardea"
"625","INAT_TAXON:67362","Pholis laeta","Animalia | Chordata | Actinopterygii | Perciformes | Pholidae | Pholis | Pholis laeta",NA,"preyedUponBy","INAT_TAXON:4956","Ardea herodias","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea herodias",NA,NA,NA,NA,NA,"Pholis","Ardea"
"626","INAT_TAXON:67362","Pholis laeta","Animalia | Chordata | Actinopterygii | Perciformes | Pholidae | Pholis | Pholis laeta",NA,"preyedUponBy","INAT_TAXON:4956","Ardea herodias","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea herodias",NA,NA,NA,NA,NA,"Pholis","Ardea"
"627","EOL_V2:209782","Syngnathus leptorhynchus","Animalia | Chordata | Actinopterygii | Syngnathiformes | Syngnathidae | Syngnathus | Syngnathus leptorhynchus",NA,"preyedUponBy","EOL_V2:1178488","Ardea alba","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea alba",NA,NA,NA,NA,NA,"Syngnathus","Ardea"
"628","EOL_V2:209782","Syngnathus leptorhynchus","Animalia | Chordata | Actinopterygii | Syngnathiformes | Syngnathidae | Syngnathus | Syngnathus leptorhynchus",NA,"preyedUponBy","EOL_V2:1178488","Ardea alba","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea alba",NA,NA,NA,NA,NA,"Syngnathus","Ardea"
"629","INAT_TAXON:54538","Syngnathus leptorhynchus","Animalia | Chordata | Actinopterygii | Syngnathiformes | Syngnathidae | Syngnathus | Syngnathus leptorhynchus",NA,"preyedUponBy","INAT_TAXON:4956","Ardea herodias","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea herodias",NA,NA,NA,NA,NA,"Syngnathus","Ardea"
"630","INAT_TAXON:54538","Syngnathus leptorhynchus","Animalia | Chordata | Actinopterygii | Syngnathiformes | Syngnathidae | Syngnathus | Syngnathus leptorhynchus",NA,"preyedUponBy","INAT_TAXON:4956","Ardea herodias","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea herodias",NA,NA,NA,NA,NA,"Syngnathus","Ardea"
"631","INAT_TAXON:144455","Ardea alba","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea alba",NA,"preyedUponBy","INAT_TAXON:144455","Ardea alba","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea alba",NA,NA,NA,NA,NA,"Ardea","Ardea"
"632","INAT_TAXON:144455","Ardea alba","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea alba",NA,"preyedUponBy","INAT_TAXON:144455","Ardea alba","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea alba",NA,NA,NA,NA,NA,"Ardea","Ardea"
"633","INAT_TAXON:4956","Ardea herodias","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea herodias",NA,"preyedUponBy","INAT_TAXON:4956","Ardea herodias","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea herodias",NA,NA,NA,NA,NA,"Ardea","Ardea"
"634","INAT_TAXON:4956","Ardea herodias","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea herodias",NA,"preyedUponBy","INAT_TAXON:4956","Ardea herodias","Animalia | Chordata | Aves | Pelecaniformes | Ardeidae | Ardea | Ardea herodias",NA,NA,NA,NA,NA,"Ardea","Ardea"
"635","EOL:486136","Arenicola marina","Animalia | Annelida | Polychaeta |  | Arenicolidae | Arenicola | Arenicola marina",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Arenicola","Haematopus"
"636","EOL:486136","Arenicola marina","Animalia | Annelida | Polychaeta |  | Arenicolidae | Arenicola | Arenicola marina",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Arenicola","Haematopus"
"637","EOL_V2:406777","Nereis diversicolor","Annelida | Polychaeta | Errantia | Aciculata | Phyllodocida | Nereididae | Nereis | Nereis diversicolor",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Nereis","Haematopus"
"638","EOL_V2:406777","Nereis diversicolor","Annelida | Polychaeta | Errantia | Aciculata | Phyllodocida | Nereididae | Nereis | Nereis diversicolor",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Nereis","Haematopus"
"639","EOL_V2:1039673","Crangon crangon","Animalia | Arthropoda | Malacostraca | Decapoda | Crangonoidea | Crangonidae | Crangon | Crangon crangon",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Crangon","Haematopus"
"640","EOL_V2:1039673","Crangon crangon","Animalia | Arthropoda | Malacostraca | Decapoda | Crangonoidea | Crangonidae | Crangon | Crangon crangon",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Crangon","Haematopus"
"641","EOL_V2:128502","Carcinus maenas","Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Carcinus","Haematopus"
"642","EOL_V2:128502","Carcinus maenas","Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Carcinus","Haematopus"
"643","EOL_V2:492903","Mya arenaria","Animalia | Mollusca | Bivalvia | Myoida | Myoidea | Myidae | Mya | Mya arenaria",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Arenaria","Haematopus"
"644","EOL_V2:492903","Mya arenaria","Animalia | Mollusca | Bivalvia | Myoida | Myoidea | Myidae | Mya | Mya arenaria",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Arenaria","Haematopus"
"645","EOL_V2:492903","Mya arenaria","Animalia | Mollusca | Bivalvia | Myoida | Myoidea | Myidae | Mya | Mya arenaria",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Mya","Haematopus"
"646","EOL_V2:492903","Mya arenaria","Animalia | Mollusca | Bivalvia | Myoida | Myoidea | Myidae | Mya | Mya arenaria",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Mya","Haematopus"
"647","http://taxon-concept.plazi.org/id/Animalia/Mytilus_edulis_Linnaeus_1758","Mytilus edulis","Animalia | Mollusca | Bivalvia | Mytiloida | Mytilidae | Mytilus | Mytilus edulis",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Mytilus","Haematopus"
"648","http://taxon-concept.plazi.org/id/Animalia/Mytilus_edulis_Linnaeus_1758","Mytilus edulis","Animalia | Mollusca | Bivalvia | Mytiloida | Mytilidae | Mytilus | Mytilus edulis",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Mytilus","Haematopus"
"649","EOL_V2:395985","Cerastoderma edule","Animalia | Mollusca | Bivalvia | Veneroida | Cardioidea | Cardiidae | Cerastoderma | Cerastoderma edule",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Cerastoderma","Haematopus"
"650","EOL_V2:395985","Cerastoderma edule","Animalia | Mollusca | Bivalvia | Veneroida | Cardioidea | Cardiidae | Cerastoderma | Cerastoderma edule",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Cerastoderma","Haematopus"
"651","FBC:SLB:SpecCode:47401","Macoma balthica","Bivalvia | Veneroida | Tellinidae | Macoma | Macoma balthica",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Macoma","Haematopus"
"652","FBC:SLB:SpecCode:47401","Macoma balthica","Bivalvia | Veneroida | Tellinidae | Macoma | Macoma balthica",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Macoma","Haematopus"
"653","EOL:619396","Littorina littorea","Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Littorina","Haematopus"
"654","EOL:619396","Littorina littorea","Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea",NA,"preyedUponBy","EOL_V2:1049333","Haematopus ostralegus","Animalia | Chordata | Aves | Charadriiformes | Haematopodidae | Haematopus | Haematopus ostralegus",NA,NA,NA,NA,NA,"Littorina","Haematopus"
"655","EOL:486136","Arenicola marina","Animalia | Annelida | Polychaeta |  | Arenicolidae | Arenicola | Arenicola marina",NA,"preyedUponBy","INAT_TAXON:4889","Pluvialis apricaria","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis apricaria",NA,NA,NA,NA,NA,"Arenicola","Pluvialis"
"656","EOL:486136","Arenicola marina","Animalia | Annelida | Polychaeta |  | Arenicolidae | Arenicola | Arenicola marina",NA,"preyedUponBy","INAT_TAXON:4889","Pluvialis apricaria","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis apricaria",NA,NA,NA,NA,NA,"Arenicola","Pluvialis"
"657","EOL:486136","Arenicola marina","Animalia | Annelida | Polychaeta |  | Arenicolidae | Arenicola | Arenicola marina",NA,"preyedUponBy","EOL_V2:1049366","Pluvialis squatarola","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis squatarola",NA,NA,NA,NA,NA,"Arenicola","Pluvialis"
"658","EOL:486136","Arenicola marina","Animalia | Annelida | Polychaeta |  | Arenicolidae | Arenicola | Arenicola marina",NA,"preyedUponBy","EOL_V2:1049366","Pluvialis squatarola","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis squatarola",NA,NA,NA,NA,NA,"Arenicola","Pluvialis"
"659","INAT_TAXON:208364","Arenicola marina","Animalia | Annelida | Polychaeta | Capitellida | Arenicolidae | Arenicola | Arenicola marina",NA,"preyedUponBy","INAT_TAXON:4892","Pluvialis squatarola","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis squatarola",NA,NA,NA,NA,NA,"Arenicola","Pluvialis"
"660","INAT_TAXON:208364","Arenicola marina","Animalia | Annelida | Polychaeta | Capitellida | Arenicolidae | Arenicola | Arenicola marina",NA,"preyedUponBy","INAT_TAXON:4892","Pluvialis squatarola","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis squatarola",NA,NA,NA,NA,NA,"Arenicola","Pluvialis"
"661","EOL_V2:406777","Nereis diversicolor","Annelida | Polychaeta | Errantia | Aciculata | Phyllodocida | Nereididae | Nereis | Nereis diversicolor",NA,"preyedUponBy","INAT_TAXON:4889","Pluvialis apricaria","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis apricaria",NA,NA,NA,NA,NA,"Nereis","Pluvialis"
"662","EOL_V2:406777","Nereis diversicolor","Annelida | Polychaeta | Errantia | Aciculata | Phyllodocida | Nereididae | Nereis | Nereis diversicolor",NA,"preyedUponBy","EOL_V2:1049366","Pluvialis squatarola","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis squatarola",NA,NA,NA,NA,NA,"Nereis","Pluvialis"
"663","EOL_V2:406777","Nereis diversicolor","Annelida | Polychaeta | Errantia | Aciculata | Phyllodocida | Nereididae | Nereis | Nereis diversicolor",NA,"preyedUponBy","INAT_TAXON:4889","Pluvialis apricaria","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis apricaria",NA,NA,NA,NA,NA,"Nereis","Pluvialis"
"664","EOL_V2:406777","Nereis diversicolor","Annelida | Polychaeta | Errantia | Aciculata | Phyllodocida | Nereididae | Nereis | Nereis diversicolor",NA,"preyedUponBy","EOL_V2:1049366","Pluvialis squatarola","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis squatarola",NA,NA,NA,NA,NA,"Nereis","Pluvialis"
"665","EOL:398428","Eteone longa","Animalia | Annelida | Polychaeta | Phyllodocida | Phyllodocidae | Eteone | Eteone longa",NA,"preyedUponBy","INAT_TAXON:4889","Pluvialis apricaria","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis apricaria",NA,NA,NA,NA,NA,"Eteone","Pluvialis"
"666","EOL:398428","Eteone longa","Animalia | Annelida | Polychaeta | Phyllodocida | Phyllodocidae | Eteone | Eteone longa",NA,"preyedUponBy","INAT_TAXON:4889","Pluvialis apricaria","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis apricaria",NA,NA,NA,NA,NA,"Eteone","Pluvialis"
"667","EOL:398428","Eteone longa","Animalia | Annelida | Polychaeta | Phyllodocida | Phyllodocidae | Eteone | Eteone longa",NA,"preyedUponBy","EOL_V2:1049366","Pluvialis squatarola","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis squatarola",NA,NA,NA,NA,NA,"Eteone","Pluvialis"
"668","EOL:398428","Eteone longa","Animalia | Annelida | Polychaeta | Phyllodocida | Phyllodocidae | Eteone | Eteone longa",NA,"preyedUponBy","EOL_V2:1049366","Pluvialis squatarola","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis squatarola",NA,NA,NA,NA,NA,"Eteone","Pluvialis"
"669","EOL:459152","Phyllodoce mucosa","Animalia | Annelida | Polychaeta | Phyllodocida | Phyllodocidae | Phyllodoce | Phyllodoce mucosa",NA,"preyedUponBy","INAT_TAXON:4889","Pluvialis apricaria","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis apricaria",NA,NA,NA,NA,NA,"Phyllodoce","Pluvialis"
"670","EOL:459152","Phyllodoce mucosa","Animalia | Annelida | Polychaeta | Phyllodocida | Phyllodocidae | Phyllodoce | Phyllodoce mucosa",NA,"preyedUponBy","INAT_TAXON:4889","Pluvialis apricaria","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis apricaria",NA,NA,NA,NA,NA,"Phyllodoce","Pluvialis"
"671","EOL:459152","Phyllodoce mucosa","Animalia | Annelida | Polychaeta | Phyllodocida | Phyllodocidae | Phyllodoce | Phyllodoce mucosa",NA,"preyedUponBy","EOL_V2:1049366","Pluvialis squatarola","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis squatarola",NA,NA,NA,NA,NA,"Phyllodoce","Pluvialis"
"672","EOL:459152","Phyllodoce mucosa","Animalia | Annelida | Polychaeta | Phyllodocida | Phyllodocidae | Phyllodoce | Phyllodoce mucosa",NA,"preyedUponBy","EOL_V2:1049366","Pluvialis squatarola","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis squatarola",NA,NA,NA,NA,NA,"Phyllodoce","Pluvialis"
"673","EOL:483985","Pygospio elegans","Animalia | Annelida | Polychaeta | Spionida | Spionidae | Pygospio | Pygospio elegans",NA,"preyedUponBy","EOL_V2:1049366","Pluvialis squatarola","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis squatarola",NA,NA,NA,NA,NA,"Pygospio","Pluvialis"
"674","EOL:483985","Pygospio elegans","Animalia | Annelida | Polychaeta | Spionida | Spionidae | Pygospio | Pygospio elegans",NA,"preyedUponBy","INAT_TAXON:4889","Pluvialis apricaria","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis apricaria",NA,NA,NA,NA,NA,"Pygospio","Pluvialis"
"675","EOL:483985","Pygospio elegans","Animalia | Annelida | Polychaeta | Spionida | Spionidae | Pygospio | Pygospio elegans",NA,"preyedUponBy","INAT_TAXON:4889","Pluvialis apricaria","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis apricaria",NA,NA,NA,NA,NA,"Pygospio","Pluvialis"
"676","EOL:483985","Pygospio elegans","Animalia | Annelida | Polychaeta | Spionida | Spionidae | Pygospio | Pygospio elegans",NA,"preyedUponBy","EOL_V2:1049366","Pluvialis squatarola","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis squatarola",NA,NA,NA,NA,NA,"Pygospio","Pluvialis"
"677","EOL_V2:343480","Corophium volutator","Animalia | Arthropoda | Malacostraca | Amphipoda | Corophiidae | Corophium | Corophium volutator",NA,"preyedUponBy","INAT_TAXON:4889","Pluvialis apricaria","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis apricaria",NA,NA,NA,NA,NA,"Corophium","Pluvialis"
"678","EOL_V2:343480","Corophium volutator","Animalia | Arthropoda | Malacostraca | Amphipoda | Corophiidae | Corophium | Corophium volutator",NA,"preyedUponBy","INAT_TAXON:4889","Pluvialis apricaria","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis apricaria",NA,NA,NA,NA,NA,"Corophium","Pluvialis"
"679","EOL_V2:343480","Corophium volutator","Animalia | Arthropoda | Malacostraca | Amphipoda | Corophiidae | Corophium | Corophium volutator",NA,"preyedUponBy","EOL_V2:1049366","Pluvialis squatarola","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis squatarola",NA,NA,NA,NA,NA,"Corophium","Pluvialis"
"680","EOL_V2:343480","Corophium volutator","Animalia | Arthropoda | Malacostraca | Amphipoda | Corophiidae | Corophium | Corophium volutator",NA,"preyedUponBy","EOL_V2:1049366","Pluvialis squatarola","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis squatarola",NA,NA,NA,NA,NA,"Corophium","Pluvialis"
"681","EOL_V2:328913","Corophium arenarium","Animalia | Arthropoda | Malacostraca | Amphipoda | Corophiidae | Corophium | Corophium arenarium",NA,"preyedUponBy","INAT_TAXON:4889","Pluvialis apricaria","Animalia | Chordata | Aves | Charadriiformes | Charadriidae | Pluvialis | Pluvialis apricaria",NA,NA,NA,NA,NA,"Corophium","Pluvialis"
